id,left,top,right,bottom,row_index,col_index,cambodia_h,cambodia_1,cambodia_2,cambodia_3,cambodia_4,Lon,lat
2263,615209.039067766861990,1560651.935345211764798,626756.044451559428126,1550651.935345211764798,6,47,0.000000000000000,9.000000000000000,1.000000000000000,11.000000000000000,324991.661502805596683,106.14593580,14.09893774
2264,615209.039067766861990,1550651.935345211764798,626756.044451559428126,1540651.935345211764798,7,47,49.862560925885489,918.000000000000000,18.000000000000000,11.000000000000000,312918.928791698825080,106.13509680,13.97184179
2265,615209.039067766861990,1540651.935345211764798,626756.044451559428126,1530651.935345211764798,8,47,638.158828102052212,36867.000000000000000,444.180722891566290,11.000000000000000,303610.324812810460571,106.12110240,13.88629555
2266,615209.039067766861990,1530651.935345211764798,626756.044451559428126,1520651.935345211764798,9,47,149.802998103201389,8988.000000000000000,102.136363636363654,11.000000000000000,294889.545474279148038,106.11926900,13.79785330
2267,615209.039067766861990,1520651.935345211764798,626756.044451559428126,1510651.935345211764798,10,47,290.780337959528026,17279.000000000000000,196.352272727272691,11.000000000000000,286252.683269941306207,106.11883950,13.70744886
2268,615209.039067766861990,1510651.935345211764798,626756.044451559428126,1500651.935345211764798,11,47,2781.323002651333809,84897.000000000000000,964.738636363636374,11.000000000000000,277707.567921519570518,106.11841320,13.61704374
2269,615209.039067766861990,1500651.935345211764798,626756.044451559428126,1490651.935345211764798,12,47,1993.559790067374479,104423.000000000000000,1173.292134831460771,11.000000000000000,269262.934387990622781,106.11798990,13.52663795
2270,615209.039067766861990,1490651.935345211764798,626756.044451559428126,1480651.935345211764798,13,47,3217.371034771203995,256115.000000000000000,2877.696629213482993,11.000000000000000,260928.538765931269154,106.11756970,13.43623149
2271,615209.039067766861990,1480651.935345211764798,626756.044451559428126,1470651.935345211764798,14,47,3893.140656933188438,197371.000000000000000,2217.651685393258504,11.000000000000000,252715.288027812988730,106.11715250,13.34582438
2272,615209.039067766861990,1470651.935345211764798,626756.044451559428126,1460651.935345211764798,15,47,1396.671397127211094,87096.000000000000000,989.727272727272748,11.000000000000000,244635.384228838549461,106.11673850,13.25541661
2273,615209.039067766861990,1460651.935345211764798,626756.044451559428126,1450651.935345211764798,16,47,948.291122276335955,59142.000000000000000,664.516853932584240,11.000000000000000,236702.483265634073177,106.11632750,13.16500818
2274,615209.039067766861990,1450651.935345211764798,626756.044451559428126,1440651.935345211764798,17,47,153.231300678104162,9625.000000000000000,109.375000000000000,11.000000000000000,228931.867386551952222,106.11591960,13.07459911
2275,615209.039067766861990,1440651.935345211764798,626756.044451559428126,1430651.935345211764798,18,47,79.711155265569687,5057.000000000000000,57.465909090909093,11.000000000000000,221340.629302046814701,106.11551470,12.98418940
2276,615209.039067766861990,1430651.935345211764798,626756.044451559428126,1420651.935345211764798,19,47,590.094016995280981,47097.000000000000000,535.193181818181870,11.000000000000000,213947.863762164721265,106.11511290,12.89377904
2277,615209.039067766861990,1420651.935345211764798,626756.044451559428126,1410651.935345211764798,20,47,1141.552689645439386,75132.000000000000000,853.772727272727252,11.000000000000000,206774.859668306569802,106.11471410,12.80336805
2278,615209.039067766861990,1410651.935345211764798,626756.044451559428126,1400651.935345211764798,21,47,3352.406197845935822,154047.000000000000000,1750.534090909090992,11.000000000000000,199845.281973859935533,106.11431840,12.71295643
2279,615209.039067766861990,1400651.935345211764798,626756.044451559428126,1390651.935345211764798,22,47,5253.986916910856962,118942.000000000000000,1351.613636363636260,11.000000000000000,193185.327645453537116,106.11392570,12.62254418
2280,615209.039067766861990,1390651.935345211764798,626756.044451559428126,1380651.935345211764798,23,47,4541.542506442405283,212031.000000000000000,2409.443181818181984,11.000000000000000,186823.833762250753352,106.11353600,12.53213131
2281,615209.039067766861990,1380651.935345211764798,626756.044451559428126,1370651.935345211764798,24,47,10341.441756377927959,376430.000000000000000,4277.613636363636033,11.000000000000000,180792.308629497711081,106.11314940,12.44171782
